"name","x","y","address"
"Здание магазина Кытманова, кон. ХIХ в.","92.173866527168","58.455581578307","г. Енисейск, ул. Ленина, 130
"
"Дом с лавкой, 1914 г.","92.180399092086","58.453777802857","г. Енисейск, пер. Партизанский, 3
"
"Усадьба Востротина (дерево), 2-я пол. ХIХ в.: жилой дом; ворота
","92.170539678725","58.455678053037","г. Енисейск, ул. Ленина, 131
"
"<Здание магазина Хнюнина>, 2-я пол. ХIХ в.","92.16992499185","58.455716967213","г. Енисейск, ул. Ленина, 133
(угол ул. Худзинского)
"
"Дом Кузнецова, II-я половина ХIХ в.","92.17969168095","58.452529408373","г. Енисейск, пер. Партизанский, 11а
"
"<Усадьба Лапшина>, XIX в.","92.178654668948","58.451820411209","г. Енисейск, пер. Партизанский, 16
"
"«Троицкая церковь», 1772–1782 гг.","92.174373302198","58.450545019478","г. Енисейск, ул. Перенсона, 34"
"Деревянный резной дом, ХIХ в.","92.166379759463","58.451640658961","г. Енисейск, ул. Перенсона, 67
"
"Застройка улицы: дом Безъязыкова (дерево), кон. ХVIII - нач. ХIХ вв.
","92.165928766879","58.451680617976","г. Енисейск, ул. Перенсона, 69
"
"Застройка улицы: усадьба Неждановых (дерево), кон. ХVIII - нач. ХIХ вв.: дом жилой; ворота
","92.165385351294","58.451736058356","г. Енисейск, ул. Перенсона, 71
"
"Застройка улицы: усадьба Алтынбаевых (дерево), кон. ХIХ в.: дом жилой; флигель;
 амбар
","92.164483106211","58.451826689178","г. Енисейск, ул. Перенсона, 75
"
"Дом, в котором в 1917 году на митинге был создан городской комитет партии большеви-ков под руководством Худзинского Т.И.","92.18274863523","58.455895851878","г. Енисейск, ул. Петровского, 2
"
"<Здание келий Христорождественского монастыря>, 1830 г.","92.184393810376","58.45553102206","г. Енисейск, ул. Горького, 1
"
"<Дом Козицина>, начало ХХ в.
","92.183976328186","58.455447943151","г. Енисейск, ул. Петровского, 1
"
"Дом Востротина, 1860-1870 гг.","92.171498359469","58.456670769655","г. Енисейск, ул. Петровского, 21
"
"<Типография Дементьева>, 1890 г.","92.181329680326","58.455768846633","г. Енисейск
ул. Петровского, 7 (5)
"
"<Усадьба Евсеева>, 1730 г.","92.174779935787","58.456327348847","г. Енисейск, ул. Петровского, 11/2
(дом), ул. Петровского, 11
(флигель)
"
"Комплекс деревянных домов","92.173139654874","58.451684433595","г. Енисейск, ул. Бабкина, 21
"
"Комплекс деревянных домов","92.172595998489","58.45175062596","г. Енисейск, ул. Бабкина, 24
"
"Комплекс деревянных домов","92.171662334358","58.451873273548","г. Енисейск, ул. Фефелова, 105
"
"<Дом Тонконогова>, II-я пол. ХIХ в.","92.183669242541","58.455456711397","г. Енисейск, ул. Петровского, 3
"
"Здание уездного училища, 1822-1825 гг.; 1895 г.; 1901 г.
Дом, в котором в марте 1917 года на собрании енисейских большевиков был избран город-ской комитет РСДРП(б)
","92.175445139589","58.456097065997","г. Енисейск, ул. Бабкина, 1/
ул. Петровского, 9
"
"Дом, в котором с 1909 г. жил, находясь в ссылке, активный участник Самарской, Тульской, Петербургской, Московской, Красноярской партийных организаций Шлихтер Александр Григорьевич, в последствии крупн","92.162545109928","58.455041680622","г. Енисейск, ул. Иоффе, 7
"
"<Богоявленский собор>, 1738-1750 гг.","92.177336384561","58.455930940318","г. Енисейск, пер. Пожарный, 1
"
"Пожарное депо (камень, дерево), кон. ХIХ в.","92.177122263806","58.455463114952","г. Енисейск, пер. Пожарный, 3
"
"Дом Елтышева, 1880 г.
","92.181696377371","58.451873370537","г. Енисейск, ул. Рабоче-Крестьянская, 5"
"Пакгауз Бородкина, сер. ХIХ в.","92.180159725217","58.452415789246","г. Енисейск, ул. Рабоче-Крестьянская, 62
"
"<Дом Бородкина>, 1861 г.","92.180252142595","58.452400295639","г. Енисейск, ул. Рабоче-Крестьянская, 62
"
"Усадьба Бычкова, кон. ХIХ в.: дом жилой; флигель; ворота (дерево)
","92.178107068656","58.452713614902","г. Енисейск, ул. Рабоче-Крестьянская, 70
"
"Дом Пигасова, II-я половина ХIХ века","92.17591194965","58.452978323152","г. Енисейск, ул. Рабоче-Крестьянская, 80
"
"<Спасский монастырь:
Спасская церковь
","92.169537661785","58.452620864401","г. Енисейск, ул. Рабоче-Крестьянская, 101, строение 1
"
"Спасский монастырь: Захарьевская надвратная церковь
","92.170136258798","58.452828477908","г. Енисейск, ул. Рабоче-Крестьянская, 101, строение 3
"
"Спасский монастырь: здание келий; ограда
","92.169407732532","58.452925629229","г. Енисейск, ул. Рабоче-Крестьянская, 101, строение 2
"
"«Здание аптеки», кон. ХIХ в.","92.168065643663","58.453882000982","г. Енисейск, ул. Рабоче-Крестьянская, 106"
"<Здание городской богадельни>, 1865 г.","92.167501869217","58.453931956814","г. Енисейск, ул. Рабоче-Крестьянская, 108
"
"Дом Борзецовой, II-я пол. ХIХ в.","92.167019405629","58.454003884527","г. Енисейск, ул. Рабоче-Крестьянская, 110
"
"Магазин Хнюнина, кон. ХIХ в.: здание магазина; ворота
","92.166549450654","58.45397938442","г. Енисейск, ул. Рабоче-Крестьянская, 112
"
"<Дом Калашникова>, III-я четв. ХIХ в.","92.165902710543","58.454077047565","г. Енисейск, ул. Рабоче-Крестьянская, 114
"
"<Ансамбль Успенской церкви>, 1793-1819 гг.","92.16451971501","58.454164550462","г. Енисейск, ул. Рабоче-Крестьянская, 116
"
"Дом жилой, 2-я пол. ХIХ в./Комплекс деревянных домов
","92.162963482087","58.454224100039","г. Енисейск, ул. Рабоче-Крестьянская, 118
"
"Комплекс деревянных домов","92.164138830267","58.453835015288","г. Енисейск, ул. Рабоче-Крестьянская, 121
"
"Комплекс деревянных домов","92.163657634042","58.453853323442","г. Енисейск, ул. Рабоче-Крестьянская, 123
"
"Дом Урушева, 1890 г.","92.176039675427","58.451890756827","г. Енисейск, ул. Фефелова, 80
"
"Флигель усадьбы (дерево), 2-я пол. ХIХ в.","92.173508825357","58.451643921822","г. Енисейск, ул. Фефелова, 97
"
"Комплекс деревянных домов","92.186521547687","58.450215201465","г. Енисейск, ул. Фефелова, 44
"
"Комплекс деревянных домов","92.171107814793","58.451966197025","г. Енисейск, ул. Фефелова, 107
"
"Комплекс деревянных домов","92.170358855236","58.452063221574","г. Енисейск, ул. Фефелова, 109
"
"Флигель усадьбы (дерево), кон. ХIХ в.","92.169528591338","58.451703986138","г. Енисейск, ул. Худзинского, 21а
"
"Дом жилой (дерево), кон. ХVIII - нач. ХIХ вв.","92.164301731771","58.45278924042","г. Енисейск, ул. Тамарова, 13
"
"Усадьба (дерево), кон. ХIХ в.: дом жилой
","92.169543827344","58.452142388907","г. Енисейск, ул. Худзинского, 18
"
"Здание, где в 1917 г. была создана и находилась жилищно-бытовая коммуна ссыльных большевиков и политический клуб большевиков","92.168704102147","58.451750917717","г. Енисейск, ул. Худзинского, 22
"
"Могила Щетинина Прокопия Дмитриевича (1908-1979), полного кавалера ордена Славы","92.14660268055","58.453353569734","г. Енисейск, ул. Перенсона, 129 (городское кладбище)
"
"Могила Кытманова Александра Игнатьевича (1858–1919 гг.), основателя Енисейского музея","92.146235280917","58.453318954602","г. Енисейск, ул. Перенсона, 129 (городское кладбище)"
"Братская могила 19-ти гвардейцев-татар - участников Енисейско-Маклаковского восстания в феврале 1919 года","92.146505603934","58.453138462312","г. Енисейск, ул. Бограда, 121 (городское кладбище)
"
"Братская могила 300 участников Енисейско-Маклаковского восстания, замученных и расстрелянных колчаковцами в феврале 1919 года","92.14615840101","58.453114704456","г. Енисейск, ул. Перенсона, 129 (городское кладбище)"
"Братская могила 242 активных участников Енисейско-Маклаковского восстания, замученных и расстрелянных колчаковцами в феврале 1919 года","92.161480555321","58.454856452511","г. Енисейск, ул. Иоффе, 1А
"
"Братская могила двадцати партизан и участников Енисейско-Маклаковского восстания, зверски замученных 7 февраля 1919 года колчаковским карательным отрядом","92.71499322629","58.110525709804","Енисейский район, Абалаковский сельсовет, с. Абалаково, на общем кладбище
"
"Дом, в котором в 1883 году жили инженерно-технические работники, руководившие строительством Обь-Енисейского канала","89.288247860758","59.430958827709","Енисейский район, п. Александровский шлюз"
"Александровский шлюз, сооружённый в середине 90-х годов ХIХ века","89.295766054582","59.433286720331","Енисейский район, п. Александровский шлюз"
"Георгиевский шлюз, сооружённый в середине 90-х годов ХIХ века","89.192563539348","59.399909982832","Енисейский район, выше п. Александровский шлюз на 10 км по р. Малый Кас
"
"Церковь Николаевская, 1881 г.","91.85940455346","58.874073388049","Енисейский район, д. Анциферово, ул. Шаробаева, 9а
"
"Братская могила четырнадцати партизан, замученных и расстрелянных в феврале 1919 года колчаковским карательным отрядом","92.267741155442","58.390397476671","Енисейский район, Верхнепашинский сельсовет, с. Верхнепашино, на южной окраине села
"
"Церковь Николаевская, 1829 г.","92.465325386067","58.342312309407","Енисейский район, д. Каменск, ул. Большая, 10
"
"Могила Башкирова А.А. - большевика, члена Курагинского сельсовета, активного участника организатора колхоза в д.Савино, убитого 9 июня 1931 года кулаками","93.004608167157","58.014207490818","Енисейский район, Новокаргинский сельсовет, д. Савино, в центре деревни
"
"Братская могила одиннадцати партизан, зверски замученных колчаковским карательным отрядом в июне 1919 г.","93.007928123379","58.090942566897","г. Лесосибирск, г. п. Стрелка, ул. Борцов революции, 5б
"
"Братская могила участников Енисейско-Маклаковского восстания против колчаковского режима в феврале 1919 года","92.443795193944","58.254425865648","г. Лесосибирск, ул. Мичурина, 1г
"
"Братская могила 28 партизан, расстрелянных колчаковским карательным отрядом 12 февраля 1919 года","92.145340260414","58.414313092984","Енисейский район, Верхнепашинский сельсовет, д. Горская, на северной окраине деревни
"
"Братская могила двух участников восстания против колчаковского режима, зверски замученных 18 февраля 1919 года","91.941751983328","58.441263924599","Енисейский район, Плотбищенский сельсовет, с. Плотбище, на общем кладбище
"
"Усадьба М.Ф. Дуракова, кон. ХIХ в.","91.960205375392","58.441393487999","Енисейский район, с. Плотбище, ул. Советская, 19"
"Братская могила жителей села, казнённых колчаковцами в феврале 1919 г.","91.88803237315","58.056206525506","Енисейский район, с. Чалбышево
"
"Народный дом, первый очаг культуры на селе, открытый в 1925 г.","90.233845133468","60.244364005299","Енисейский район, с. Ярцево, ул. Советская, 23"
"Могила секретаря комсомольской ячейки А.Е. Мочалина, погибшего при ликвидации бандгруппы в июне 1931 года","92.841758127615","53.226903928653","Ермаковский район, с. Григорьевка, ул. Заправочная, 2а"
"Дом, в котором в июне 1899 г. жил соратник В.И. Ленина по Петербургскому союзу борьбы за освобождение рабочего класса А.А. Ванеев, находясь в ссылке","92.399978806517","53.27954840166","Ермаковский район, с. Ермаковское, ул. Суркова, 96
"
"Дом, в котором в 1898-1900 годах жил в ссылке революционер Курнатовский Виктор Константинович","92.396996646802","53.275160155484","Ермаковский район, с. Ермаковское, ул. Буденного, 78
"
"Дом, где жил политический ссыльный Сильвин Михаил Александрович, у которого в 1899 г. бывал В.И. Ленин","92.411881950856","53.277890643268","Ермаковский район,
с. Ермаковское, ул. Карла Маркса, 17
"
"Дом, в котором Ленин Владимир Ильич проводил совещание 17 социал-демократов в 1899 г.","92.396882692627","53.276259585949","Ермаковский район, с. Ермаковское, пл. Энгельса, 8"
"Усадьба крестьянина-середняка с жилым домом, амбаром, баней, двумя навесами, XIX в. (филиал музея-заповедника)/ Дом, где в квартире политссыльного Ванеева Анатолия Александровича в августе 1899 г. на","92.412384506255","53.277801901846","Ермаковский район, с. Ермаковское, ул. Карла Маркса, 15
"
"Могила Ванеева Анатолия Александровича (1872-1899)","92.396337291188","53.280656851194","Ермаковский район, с. Ермаковское, ул. Пролетарская, 64В
"
"Братская могила участников Минусинского крестьянского восстания, расстрелянных колчаковцами в ноябре 1919 г.","92.220852892125","53.136559883714","Ермаковский район, с. Мигна, ул. Щетинкина, 57б
"
"Братская могила четырнадцати партизан, расстрелянных белоказаками в ноябре 1918 года","92.342900432271","53.31539738488","Ермаковский район, Ермаковский сельсовет, д. Николаевка, ул. Красных Партизан, 25А"
"Братская могила 3 коммунистов, погибших от рук кулаков в 1920 и 1928 гг.","92.319836414617","54.227709040435","Идринский район, с. Большая Салба"
"Место гибели большевика Насонова Тимофея Григорьевича, убитого во время кулацкого восстания в июне 1918 года","92.067350385447","54.294038259301","Идринский район, с. Большой Телек
"
"Братская могила трёх коммунистов-организаторов колхозов, зверски убитых кулаками в октябре 1928 г.","91.942167555116","54.424599303926","Идринский район, с. Большой Хабык, в ограде сельского клуба
"
"<Церковь Михаила Архангела>, руб. ХIХ-ХХ вв.","92.051647861213","54.530924758772","Идринский район, с. Новоберёзовка, ул. Зеленая, 10
"
"Братская могила Чернявского Григория Максимовича (1907-1936 гг.), лётчика и Федотова Ивана Кузьмича (1896-1936 гг.), инженера, погибших в авиакатастрофе при выполнения государственного задания","86.610964276324","67.464426327483","г. Игарка, ул. Большого театра, 20
"
"Памятник В.И. Ленину. Автор С. Райзман, скульптура чугунная, постамент железобетонный, 1964 г.","86.567249336935","67.467176682421","г. Игарка, Октябрьская площадь"
"Водонапорная башня, у стены которой были расстреляны рабочие паровозного депо - участники Канско-Иланского восстания против колчаковского режима 27 декабря 1918 года (мемориальная зона)","96.070459579509","56.241077035627","Иланский район, г. Иланский, ул. Профсоюзная, 16
"
"Обелиск в память иланских рабочих, расстрелянных колчаковским отрядом за участие в вооружённом Канско-Иланском восстании против колчаковского режима 27 декабря 1918 года","96.070477773911","56.241183905992","Иланский район, г. Иланский, ул. Профсоюзная, 16а
"
"Комплекс, нач. ХХ в.: здание мельницы (дерево); амбар (дерево)

","95.809071874214","55.442862975077","Ирбейский район, с. Благовещенка
"
"Амбар с галереей (мангазин), кон. ХIХ – нач. ХХ вв.","95.231873516904","55.448574665234","Ирбейский район, с. Ивановка"
"Место казни карателями в 1918 году партизан и жителей села","95.473347661801","55.650430277738","Ирбейский район, с. Ирбейское, на пересечении улиц Ленина и Красноярской, на высоком берегу реки Кан
"
"Здание конторы ссудо-сберегательного товарищества, 1912 г.","95.487820822697","55.655707007761","Ирбейский район, с. Ирбей, ул. Кооперативная, 54
"
"Дом жилой, кон. ХIХ в.","95.241808767765","55.841826593689","Ирбейский район, д. Каменка, ул. Центральная, 39
"
"Дом жилой, кон. ХIХ - нач. ХХ вв.","95.24338107579","55.840982444562","Ирбейский район, д. Каменка, ул. Центральная, 42
"
"Мельница с амбаром (дерево), нач. ХХ в.","95.326286797802","55.457487749962","Ирбейский район, д. Новотроицк
"
"Комплекс деревянной застройки: церковь Ильи Пророка, 1911 г.
","95.288711949326","55.803053009313","Ирбейский район, с. Усть-Яруль, ул. Тотмина, 48а
"
"Комплекс деревянной застройки: дом купца Садырина с лавкой (дерево), 1876-1877 гг.
","95.2874820401","55.803521204371","Ирбейский район,
с. Усть-Яруль, ул. Тотмина, 80
"
"Комплекс деревянной застройки: дом жилой, 1970 г.
","95.287812014068","55.803300459625","Ирбейский район, с. Усть-Яруль, ул. Тотмина, 76
"
"Могила Тотмина Николая Яковлевича (1919–1942), Героя Советского Союза. Перезахоронен в 1994 г.","95.288171603489","55.797901820935","Ирбейский район, с. Усть-Яруль, кладбище"
"Комплекс врачебно-переселенческого пункта (дерево), 1910-1913 гг.:
      здание больницы;
      заразный барак;
      здание аптеки и амбулатории;
      здание кухни и квартиры служителей;
      баня-","95.663918337862","55.408683165498","Ирбейский район, с. Талое, ул. Центральная"
"Усадьба жилая (дерево), кон. ХIХ в.","95.673935015244","55.720910487616","Ирбейский район, д. Хомутово
"
"Могила Мокина Гаврилы Арсеньевича, партизанского связного, расстрелянного колчаковцами в апреле 1919 г.","93.27121590464","57.635209802656","Казачинский район, Галанинский сельсовет, с. Галанино, кладбище
"
"Дом, в котором в 1915–1916 гг. жили в ссылке революционеры Лебедева Ада Павловна, Вейнбаум Григорий Спиридонович","93.276007872195","57.687071055824","Казачинский район, Казачинский сельсовет, с. Казачинское, ул. Советская, 54"
"Братская могила 18 партизан и коммунистов, расстрелянных и утопленных в реке в феврале 1919 года карательным отрядом","93.277292331833","57.71107896843","Казачинский район, Казачинский сельсовет, с. Казачинское, на общем кладбищ"
"Обелиск в память двенадцати партизан, утопленных казачьим отрядом в феврале 1919 года","93.287339397995","57.696997621241","Казачинский район, Казачинский сельсовет, с. Казачинское, устье речки Чёрной
"
"Братская могила семнадцати партизан, погибших в бою с колчаковской дружиной при освобождении села Момотово летом 1919 года","93.307391744898","57.621647078775","Казачинский район, Момотовский сельсовет, с. Момотово, на общем кладбищ"
"Братская могила 2 партизан, погибших в бою с колчаковцами в 1919 г.","93.155115012289","57.618257632118","Казачинский район, Рождественский сельсовет, с. Рождественское
"
"Усадьба Бутусовых, нач. ХХ в.:
      дом жилой;
      зимовье для птицы;
      хлев;
      баня;
      летник для скота;
      поднавес с дровяником;
      чулан с погребом
","93.150426653287","57.617818241874","Казачинский район, Рождественский сельсовет, с. Рождественское, ул. Ленина, 14
"
"Здание земской больницы, 1900 гг.","93.639421987414","57.579486292755","Казачинский район, Новотроицкий сельсовет, д. Широково
"
"Баня городская, 1913 г.","95.69568664355","56.206215348096","г. Канск, ул. Бородинская, 17
"
"<Дом жилой>, 1911 г.","95.694287727065","56.206857506889","г. Канск, ул. Всеобуча, 14
"
"<Дом жилой (дерево)>, кон. ХIХ - нач. ХХ вв. (утрачен)","95.704468537888","56.200100054051","г. Канск, ул. им. газеты <Власть Советам>, 3
"
"<Дом Горловых (дерево)>, 1901 г.","95.716798539185","56.207454029435","г. Канск, ул. Кайтымская, 1
"
"<Дом жилой (дерево, кирпич)>, кон. ХIХ в. (утрачен)","95.710446524629","56.208296341377","г. Канск
ул. Кайтымская, 41
"
"Усадьба городская (дерево), 1897 г.: дом жилой
","95.710105402158","56.208373571297","г. Канск, ул. Кайтымская, 43, стр. 1
"
"Усадьба городская (дерево), 1897 г.: дом жилой
","95.710119551432","56.208437646843","г. Канск, ул. Кайтымская, 43, стр. 2
"
"Доходный дом с воротами (дерево), кон. ХIХ в.","95.709174910281","56.208420793798","г. Канск, ул. Кайтымская, 49
"
"Доходный дом с воротами (дерево), кон. ХIХ в./
<Дом доходный (дерево)>, 1906 г.
","95.702188316357","56.208321529318","г. Канск, ул. Кайтымская, 75
"
"Дом доходный (дерево), 1911 г.","95.700518047629","56.208390219994","г. Канск, ул. Кайтымская, 85
"
"<Дом жилой (дерево)>, кон. ХIХ - нач. ХХ вв.","95.698793487117","56.208508362382","г. Канск, ул. Кайтымская, 93
"
"Усадьба Сахарова (дерево), 1911 г.: главный дом, ворота
","95.696357185693","56.208910279074","г. Канск, ул. Кайтымская, 109
"
"Дом Чевелева, 1906 г.","95.70594102902","56.206382991225","г. Канск, пл. Коростелева, 1
"
"Дом Чевелева, 1906 г.","95.707134013157","56.206372968278","г. Канск, пл. Коростелева, 2
"
"Дом, в котором с сентября 1917 года по июнь 1918 года размещался штаб Красной Гвардии по борьбе с контрреволюцией","95.699993210008","56.207087145845","г. Канск, ул. Коростелева, 8
"
"Комплекс мельницы Филимонова, 1900-е гг.: производственный корпус;
","95.721282690424","56.206475458363","г. Канск, ул. Краснопартизанская, 19, стр. 3
"
"Дом, где в 1917-1918 гг. размещался объединенный Совет рабочих, солдатских и крестьянских депутатов (утрачен)","95.699437333519","56.205478916163","г. Канск, ул. Коростелева, 15
"
"Дом жилой, руб. ХIХ-ХХ вв.","95.702081630893","56.203248130439","г. Канск, ул. Коростелева, 34
"
"Усадьба Шарапова (дерево), 1903 г.","95.722744413642","56.206454002934","г. Канск, ул. Краснопартизанская, 17
"
"Усадьба Шарапова (дерево), 1903 г.","95.721983079976","56.206578079272","г. Канск, ул. Краснопартизанская, 17а
"
"Комплекс мельницы Филимонова, 1900-е гг.:
контора
","95.72107630564","56.206823393301","г. Канск, ул. Краснопартизанская, 19, стр. 4
"
"Комплекс мельницы Филимонова, 1900-е гг.:
фрагмент ограды
","95.720944508319","56.206321937576","г. Канск, ул. Краснопартизанская, 19
"
"Городская усадьба (дерево), нач. ХХ в.: главный дом; амбар со стаей; амбар с завозней
","95.708342411185","56.207263996041","г. Канск, ул. Краснопартизанская, 65
"
"Общественное здание, нач. ХХ в.","95.702704901534","56.207043986657","г. Канск, ул. Краснопартизанская, 66
"
"<Здание училища (дерево)>, 1909 г.","95.707188225418","56.207278546156","г. Канск, ул. Краснопартизанская, 69
"
"Торговое здание, 1909 г.","95.705634111433","56.207355493875","г. Канск, ул. Краснопартизанская, 71, стр. 5
"
"<Дом жилой>, нач. ХХ в.","95.702575240468","56.207390211166","г. Канск, ул. Краснопартизанская, 77
"
"Усадьба (дерево), 1900-е гг.: жилой дом; ворота
","95.694857787049","56.207161642985","г. Канск, ул. Краснопартизанская, 94
"
"Усадьба (дерево), 1901 г.: жилой дом; ворота
","95.695630416409","56.207745728656","г. Канск, ул. Краснопартизанская, 103
"
"Дом, в котором в 1919-1923 гг. жил автор первого советского романа <Два мира> Зазубрин Владимир Яковлевич (Зубцов)","95.695052184226","56.207736874039","г. Канск, ул. Краснопартизанская, 105
"
"Дом Степановых, в котором в 1918 г. производилась передача оружия, медикаментов и сведений о колчаковцах партизанам Северо-Канского фронта","95.694610777672","56.207757227107","г. Канск, ул. Краснопартизанская, 109
"
"<Здание технического училища>, 1949 г.","95.728869573517","56.191316958564","г. Канск, ул. Красноярская, 24, стр. 6
"
"<Доходный дом>, кон. ХIХ в.","95.705335257377","56.208032718154","г. Канск, ул. Ленина, 2
"
"<Здание казначейства>, 2-я пол. ХIХ в., 1911 г.","95.704625639667","56.205065044134","г. Канск, ул. Ленина, 5
"
"Торгово-жилая усадьба (дерево), нач. ХХ в.: лавка
","95.704210356839","56.203131829047","г. Канск, ул. Парижской Коммуны, 62
"
"Торгово-жилая усадьба (дерево), нач. ХХ в.: дом жилой
","95.704600451935","56.203203776664","г. Канск, ул. Ленина, 7
"
"<Торговая лавка>, 1896 г./Магазины, кон. ХIХ в.
","95.704550210239","56.201396711684","г. Канск, ул. Ленина, 15
"
"Братская могила шести железнодорожных рабочих со станции Теплые Ключи, участников Канско-Иланского восстания, расстрелянных 14 июля 1919 года колчаковским карательным отрядом","95.679570242009","56.19846393384","г. Канск, ул. Локомотивная, у железнодорожного полотна (на месте расстрела)
"
"Учебное здание, нач. ХХ в.","95.693732329427","56.20415469163","г. Канск, ул. Мира, 6
"
"Корпуса винной монополии, кон. ХIХ в.","95.720040372502","56.204158077942","г. Канск, ул. Московская, 12
стр. 2 (контора)
"
"Корпуса винной монополии, кон. ХIХ в.","95.719791244116","56.204174290569","г. Канск, ул. Московская, 12, стр. 4 (дом директора (приемная)
"
"Корпуса винной монополии, кон. ХIХ в.","95.719817674515","56.203867875701","г. Канск, ул. Московская, 12, стр. 5 (хранилище спирта, материальный склад)
"
"Корпуса винной монополии, кон. ХIХ в.","95.720320859924","56.203905092797","г. Канск, ул. Московская, 12, стр. 9 (главный корпус)
"
"Корпуса винной монополии, кон. ХIХ в.","95.720233606652","56.204304059753","г. Канск, ул. Московская, 12, стр. 11 (конюшя и коровник)
"
"Корпуса винной монополии, кон. ХIХ в.","95.72046781195","56.204213057692","г. Канск, ул. Московская, 12, стр. 13 (дом специалистов)
"
"Корпуса винной монополии, кон. ХIХ в.","95.719969049328","56.204374267225","г. Канск, ул. Московская, 12, соор. 2 (каменное ограждение)
"
"Дом жилой (дерево), 1905 г.","95.714773538959","56.204955275227","г. Канск, ул. Московская, 29
"
"Усадьба (дерево), нач. ХХ в.: жилой дом; ворота
","95.712646263473","56.205093187907","г. Канск, ул. Московская, 41
"
"Дом жилой (дерево), кон. ХIХ в.","95.709094431606","56.205369601015","г. Канск, ул. Московская, 47
"
"Усадьба (дерево), кон. ХIХ в.: жилой дом; ворота
","95.708683029127","56.205405443676","г. Канск, ул. Московская, 49
"
"<Здание синематографа <Фурор>, 1905 г.","95.708388686126","56.205599684608","г. Канск, ул. Московская, 51
"
"<Дом жилой (дерево)>, 1942 г.","95.70080034027","56.203780485298","г. Канск, ул. Московская, 67
"
"<Собор Спасский>, 1804 г., 1912 г.","95.706267238187","56.204455010869","г. Канск, ул. Московская, 68
"
"Ворота ограды Спасского собора, 2-я пол. ХIХ в.","95.705516429953","56.204455349283","г. Канск, напротив нежилого здания по ул. Московская, 70
"
"Дом Гадалова, 1902 г.","95.704565833727","56.204079105958","г. Канск, ул. Московская, 70
"
"Торговое здание, нач. ХХ в.","95.703816930736","56.204379858764","г. Канск, ул. Московская, 72
"
"<Дом жилой (дерево)>, кон. ХIХ в.","95.698027764123","56.202542589174","г. Канск, ул. Бородинская, 41
"
"Усадьба (дерево), кон. ХIХ в.: дом жилой; амбар","95.695576508534","56.202177561249","г. Канск, ул. Московская, 87
"
"Усадьба священника, кон. ХIХ в.: главный дом (дерево); флигель (дерево)
","95.712656991439","56.206062763718","г. Канск, ул. Пролетарская, 23
"
"<Дом жилой (дерево)>, 1911 г.","95.713108326029","56.203321826849","г. Канск, ул. Пролетарская, 48/1
"
"<Дом жилой с магазином>, 1893 г.","95.707934290822","56.204889324115","г. Канск, ул. Советская, 8, стр. 1
"
"Городская усадьба (дерево), 1890-е гг.: дом жилой (дерево)

","95.694595438866","56.2056864967","г. Канск, ул. Урицкого, 29
"
"Городская усадьба (дерево), 1890-е гг.: дом жилой (дерево)
","95.694479347579","56.205678296251","г. Канск, ул. Урицкого, 29А
"
"Городская усадьба (дерево), 1890-е гг.: флигель; амбар; ворота
","95.694503457231","56.205747521631","г. Канск, ул. Урицкого, 29А/2
"
"Дом Заблотских (дерево), кон. ХIХ в.","95.694345430686","56.205278806134","г. Канск, ул. Урицкого, 40
"
"Братская могила партизан и жителей г. Канска, расстрелянных колчаковцами весной 1919 г.","95.6797464389","56.205059594485","г. Канск, ул. Фрунзе
"
"Дом жилой (дерево, кирпич), кон. ХIХ в.","95.710397933863","56.206312179512","г. Канск, ул. 30 лет ВЛКСМ, 14
"
"Здание гимназии, кон. ХIХ в.","95.711176568826","56.205887328573","г. Канск, ул. 30 лет ВЛКСМ, 16"
"Памятник Герою Советского Союза, польской патриотке Аннеле Тадеушевне Кживонь","95.736746786148","56.198219915874","г. Канск, Территория лесодеревообрабатывающего комбината
"
"Братская могила 15 жителей д. Комарово - активных участников борьбы против колчаковщины - были летом 1919 г. арестованы карательным отрядом и расстреляны, здесь же похоронены","95.681390006835","56.203645039024","г. Канск, площадь <15 борцов>
"
"Обелиск первому председателю Канского объединённого Совета рабочих, солдатских депутатов, повешенного в ночь с 26 на 27 марта 1919 года белогвардейцами","95.706260114156","56.205651667423","г. Канск, пл. имени Н.И. Коростелева
"
"Братская могила Коростелева Н.И., первого председателя Канского объединенного Совета рабочих, солдатских и крестьянских депутатов, Петрушина Д.С. - профессионального революционера и боевых командиров","95.706367890758","56.203766026571","г. Канск, в сквере им. В.И. Ленина
"
"Могила Кублицкого Алексея Александровича (1919–1989), Героя Советского Союза","95.697083828991","56.18039307739","г. Канск, городское кладбище  на Абанской горе"
"Могила Шатова Петра Ивановича (1922-1991), полного кавалера ордена Славы","95.698413525289","56.180149429495","г. Канск, городское кладбище на Абанской горе
"
"Братское кладбище воинов Советской Армии - участников Великой Отечественной войны 1941-1945 гг., похороненных госпиталями","95.733147659562","56.213510798638","г. Канск, на Кан-Перевозенском кладбище
"
"Братская могила партизан, казнённых колчаковцами 11 января 1920 г.","95.866005115291","56.059401228453","Канский район, с. Бражное"
"Здание Крестьянского кредитного товарищества (дерево), 1902–1905 гг.","95.489419455418","56.028665116696","Канский район, с. Большая Уря, ул. Московская, 43"
"Дом жилой (дерево), 1923 г.","95.488882210732","56.029250042166","Канский район, с. Большая Уря, ул. Гоголя, 4
"
"Комплекс станционных построек. 1900-е гг. : здание вокзала (дерево); водонапорная башня
","95.331635506964","56.112400910091","Канский район, п. Бошняково, ул. Привокзальная, 23, стр. 1 (водонапорная башня)
"
